vh,vv,vv_by_vh,Class of Land
0.090223176844625,0.0239771810981134,3.874038415538096,1
0.1159208193421363,0.0242188561436099,5.542073989926363,1
0.2272340655326843,0.0564850400615897,4.171503618705055,0
0.0118643204267654,0.0054883631851731,2.213560804308104,0
0.1942710864047209,0.0329076955612334,6.953287140931548,1
0.1369163756672707,0.0270643090803383,5.694939468420177,1
0.2512909447153409,0.0654172180220484,3.963082209049551,0
0.1349304214947753,0.0234241433014782,7.898385366897987,1
0.2261858110626538,0.0643379642731613,3.604715169825001,0
0.0171220523512197,0.0056024275254458,3.1128987005497786,0
0.1022062645190292,0.0267218017898913,4.711283964115664,1
0.2383202057745721,0.0607163310050964,4.092822203830647,0
0.1967966782136095,0.0347942036266128,5.7010923472450274,1
0.1870587023182047,0.031556683864134,6.674597678404798,1
0.298212405708101,0.0614171208192904,4.966459573683548,0
0.1257659339656432,0.0276199876486013,6.067170128375458,1
0.1066095458550585,0.0243293140989003,6.228088209106365,1
0.1100182395635379,0.0262129972430153,6.7920748475952815,1
0.1610328931775358,0.0362433476839214,5.034514205522431,1
0.1051099091354343,0.0274004886289023,4.5610980275211785,1
0.1248835453556643,0.0279139773273426,5.40664409703273,1
0.1742013324466016,0.0259451396349403,7.805116038118426,1
0.1075001769802636,0.02651679293356,5.373441841815986,1
0.0849181519200404,0.0216122060600254,4.725103821882367,1
0.2909552512897385,0.0640908173388905,4.644623208656437,0
0.0980757780166135,0.024817278000733,4.2797002234468575,1
0.1937776940564314,0.0475669567369752,4.116426931828837,0
0.0165333381284856,0.0051913930413623,3.2651005813927427,0
0.1003231033941523,0.0238934102946788,4.761469411346397,1
0.1182078866081105,0.0223578617571749,6.192660180049487,1
0.2306509613990783,0.0592246544029977,3.997485343388957,0
0.0122561345989298,0.0056075469021581,2.231689613741497,0
0.2463869634601805,0.0602458120427197,4.243454023078355,0
0.2590746846463945,0.0504306484427717,5.124804082681674,0
0.0124771046814405,0.0058131218409269,2.195228323608598,0
0.1485631515582402,0.0304287982483704,5.45387361352278,1
0.1254732155551513,0.0260073683069398,6.493155821810599,1
0.0139631083390365,0.0049263679150802,2.974843725811666,0
0.1277878321707248,0.0220869879962669,7.682623549491327,1
0.1170784952118992,0.0282740625100106,6.095336190229269,1
0.2791658722692066,0.0590489609166979,5.280774168858671,0
0.140611954861217,0.0274157432270132,6.478954867606451,1
0.0847082733590569,0.0229664202132779,4.9406180311478005,1
0.0150559945420051,0.005275454902504,2.912964531829749,0
0.219006079973446,0.048770242732846,4.478079057090889,0
0.1031944355927407,0.0278760123506395,5.490578096435455,1
0.1436375487181875,0.0320521706146084,4.88229293460372,1
0.1690706130531099,0.0252215509406394,8.285748596902287,1
0.0131690187327977,0.0055017054546624,2.4832981508079626,0
0.2722488409943051,0.0611858128880461,4.539094170597377,0
0.1548518535370628,0.028402363997884,8.153370683850385,1
0.1518232416775491,0.0260383715956575,6.92341930757784,1
0.0124620213043979,0.0053629953957473,2.3638230176747284,0
0.0175508120511141,0.0054648539452399,3.2344958992746164,0
0.1207019293473826,0.0301194137039904,5.700710376927097,1
0.1051491501016749,0.0242243335815146,4.837963438628056,1
0.2878574190868271,0.0555818223704894,5.201182976994724,0
0.1012855809078448,0.0256035310837129,5.267948338548637,1
0.1371563263754877,0.0330698662502173,4.373295273724182,1
0.2026762229700883,0.0334276772207684,7.474240699110662,1
0.153154455539253,0.0263420517245928,7.334348869793753,1
0.1345603097644117,0.0302501595837788,5.909664836463741,1
0.2840505263043774,0.0723560767041312,4.0442104699658925,0
0.2924973120292027,0.0576649732473823,5.25144733185178,0
0.0192192857050233,0.0061354891578149,3.2355898166246897,0
0.2246515957845581,0.0455419144386218,4.889783835997203,0
0.2410583454701635,0.0587901095342305,4.185320900533957,0
0.3111603587037987,0.0615252868996726,5.44295838416819,0
0.1626177792333894,0.0441081723612215,3.750228774020553,0
0.1566646088742547,0.0280723757395106,8.449078648923741,1
0.2995350137352943,0.0587146458112531,5.158141080917037,0
0.0189616179041978,0.006115840954913,2.505261070366428,0
0.1048448495049443,0.0216338636301871,5.787986811557899,1
0.1574438479211595,0.0329972364577568,5.215487329960314,1
0.0204906874181081,0.0051689466409799,3.55757282809496,0
0.1462973569416337,0.0302565506038566,6.2159893035961264,1
0.3068319356275929,0.0626577011620004,4.997076078615425,0
0.2655727855033344,0.0534800255878104,5.301557391149292,0
0.0121557750066535,0.0059321431003303,2.0824772826607774,0
0.1028230757349067,0.0234006921010505,4.802524294443494,1
0.1083280784077942,0.0254743716343202,4.848805047579387,1
0.026853449228737,0.0064304525601781,4.19160767629798,0
0.3155564905868636,0.0648294547572732,5.120023209434558,0
0.1175353248707122,0.0313062257288644,4.10437359557969,1
0.1188360024243593,0.0293420323739863,5.14938920330719,1
0.1582092307507991,0.0249554661826954,7.224534095187876,1
0.1507055639392799,0.0330052431672811,5.338119975885977,1
0.1507999909420808,0.027282612501747,6.684072792817755,1
0.1579629075196054,0.0295490332387594,7.1191414111335725,1
0.0160052369141744,0.005229077871061,3.0775236070961807,0
0.2357229557302263,0.0647114291787147,3.753682287356187,0
0.2409188929531309,0.0617278673582606,4.03222970958998,0
0.2634894069698121,0.0648731131934457,4.240848888763763,0
0.1153481321719785,0.0200176363060664,7.336397184908021,1
0.1430976152833965,0.0259908533965547,7.567286153907727,1
0.1115278832407461,0.0275870938914724,5.543610596908457,1
0.2306219631185134,0.0487363949004146,4.777343854167922,0
0.1195237400631109,0.0200371807570465,6.524532818616026,1
0.0111985582237442,0.0056912861764431,1.9779395646642783,0
0.1194223924022581,0.0309416209347546,4.674193037017619,1
0.135972762790819,0.0282509613057805,5.281591161409112,1
0.2982441232436233,0.0612596074740091,4.9452334218824,0
0.0814136740648084,0.0214835924303366,4.554404330004534,1
0.1850164611306455,0.0530821248475048,3.679021455470711,0
0.2192588158779674,0.059788696674837,3.840542234409365,0
0.3099880483415391,0.0583334402698609,5.415615374594112,0
0.2125067868166499,0.0526764020323753,4.235020671640116,0
0.1947792439411083,0.0477299749230345,4.217393554417582,0
0.1309575711687406,0.0269351780880242,6.316094454903716,1
0.2319794330332014,0.0571843463306625,4.265227678138703,0
0.1053283095308062,0.0235265654046088,5.01918126311693,1
0.0199343104225893,0.0054202711132044,3.4873253902667125,0
0.1732008196413517,0.0291152216442343,8.174611326958694,1
0.3099398132827546,0.0566886961460113,5.587557648458891,0
0.0139718258934509,0.0051255522347572,2.7627202987267374,0
0.0997292920429673,0.019596043948291,5.311258270406466,1
0.0422131923130816,0.0079805871743398,3.3194132197577595,0
0.120960247495936,0.0266994820881841,5.291858739351778,1
0.0160822734598898,0.0054725925955507,3.0367905907937547,0
0.1326531819585296,0.0253553641701324,7.161964826069267,1
0.2584657222032547,0.0713693439546558,3.7685261880572463,0
0.232941762647695,0.0505491835065186,4.715738336775291,0
0.0150608604437568,0.0053245280093202,2.9126023754984027,0
0.1630832312835587,0.0283918988554634,7.805992906445953,1
0.1235025682124412,0.0295729131903499,6.836629771874453,1
0.2756724626653724,0.0549815512365765,5.157299290796441,0
0.0127797342138364,0.0058660611587887,2.255656125000689,0
0.0152219984059532,0.0053971904304085,2.969895155701424,0
0.1751332407196363,0.0325398093296421,6.677093556842603,1
0.1282718610535893,0.0256350894406851,5.172993236430123,1
0.1851397930747932,0.0277729383799143,8.240518803281397,1
0.0925773031388719,0.0256984500059237,5.474429339404611,1
0.1172849687023295,0.0272862141072336,5.6361540139112725,1
0.2048289146688249,0.0580358627355761,3.562968544756854,0
0.1235317372354782,0.0265164180244836,5.581875266905495,1
0.1132363810773111,0.0256710800911403,4.923829285350823,1
0.1912562093800968,0.0468522862324284,4.086317700117002,0
0.1802850883040163,0.0366496554989781,7.165562843638123,1
0.1021630451497104,0.0224497366644856,5.111277241325923,1
0.1303015659666723,0.0298017785211818,5.173658337369626,1
0.1502156273151437,0.0275588556994787,7.1964879295624895,1
0.1738361436873674,0.043027974354724,4.170171385718536,0
0.2691752285593086,0.0630403229345877,4.353979858900226,0
0.1433807519367999,0.0271544650248769,7.974473220900886,1
0.2556263245642185,0.0542571027763187,4.760085261863119,0
0.0116922222595247,0.005578664474241,2.150588906676642,0
0.140677946102288,0.0277050647936347,6.022751635246415,1
0.1189544925259219,0.0239849222772237,6.37693757363342,1
0.1350654022147258,0.0298631827657421,7.717180570504728,1
0.2354870831800831,0.0485790612486501,4.7752198549986,0
0.1936769992527034,0.0525951293917993,3.8837252430098186,0
0.225686490535736,0.0511406106460425,4.62106623330614,0
0.0968371723364624,0.0280912065257628,4.837081245868224,1
0.1046804306097328,0.0243664214568626,4.748732900505096,1
0.2541012888153394,0.05943714423726,4.443754679313205,0
0.2541409606734912,0.0611191702385743,4.235100173779526,0
0.2524378622571627,0.0564948063757684,4.7480487412678185,0
0.1146666255986525,0.0287489851082985,5.601798717572973,1
0.1045034468794862,0.0242594001659502,5.859220560639012,1
0.2653415095474984,0.0716866854992177,3.896124530828424,0
0.3072672076523304,0.0592389193673928,5.238154146017591,0
0.1306377182093759,0.0221248877286497,7.320787791763522,1
0.277613000323375,0.0590346116158697,4.805672145962138,0
0.0149283707141876,0.0049504044323435,3.0869791088290057,0
0.3187331184744835,0.072351635640694,4.54575047636513,0
0.0171131039969623,0.005122640196027,3.325257741330128,0
0.2086086467736297,0.0539974909172289,4.047063514848326,0
0.113593997589002,0.0263641708038954,5.682501378039862,1
0.0985489924205467,0.021907531559312,6.330780525158035,1
0.0167676241447528,0.0056443212993649,3.065570860589011,0
0.1385321828226248,0.0285115270461473,6.2840565813218925,1
0.1430246358116468,0.0212075837965433,7.808307430830467,1
0.1335891323784987,0.0305444128656138,5.033895313110361,1
0.1097801150495393,0.0266190849296334,5.431418156761403,1
0.1246404267019695,0.0198868169035348,6.945150371700716,1
0.146904402722915,0.0281686439282364,7.177584859463544,1
0.254873227328062,0.0645975203563769,4.187439840323008,0
0.1579059364481104,0.0292979532128406,6.349258168101379,1
0.0110596101601711,0.0057594167689482,1.9594210904916725,0
0.2173485064672099,0.0522400992922484,4.431901989128104,0
0.1303435266017913,0.0272247188388266,6.103496813496212,1
0.011289508599374,0.0056902727810665,2.0908155898262013,0
0.263537037703726,0.067842626116342,4.088546916694751,0
0.0120664274759797,0.0056355376857229,2.187268838252713,0
0.1386882110188404,0.0294611756172445,5.827139493710681,1
0.2553145061764452,0.0521883426441086,4.889511816800797,0
0.1480030730987588,0.0317765054060146,6.193487843370694,1
0.1610511984262201,0.0394284608256485,4.1928159323823095,0
0.1665527692271603,0.0284583097737696,7.118061470100525,1
0.1441557828543914,0.0325348324970238,4.780679802195986,1
0.144963053572509,0.0331601630637629,5.418202266856879,1
0.0112984638092004,0.0057953791434152,2.0010923572217583,0
0.2524806339707639,0.0641325638732976,4.107136741209982,0
0.2785838064220216,0.0543885534215304,5.099735351303437,0
0.2204691486226188,0.053664901604255,4.167161502278543,0
0.1244598209030098,0.0269780301540676,7.412212894387011,1
0.2529877273158895,0.0521903694089916,4.894730088046953,0
0.0956360032885438,0.0207465329052259,5.284090865083348,1
0.0166253056377172,0.0054434737604525,3.1802793703977628,0
0.2310965723461575,0.0611618885563479,3.8491388232709554,0
0.103940083955725,0.0229608552633888,6.339903808267109,1
0.2616382787624995,0.0571921234950423,4.729624588742857,0
0.0215925089497533,0.0064605097545103,3.4466886328855564,0
0.2594981027974022,0.0606090194649166,4.493134522170531,0
0.1534970230940315,0.0295468972374995,6.172219642686911,1
0.2825225885543558,0.0630725252752502,4.699712152039955,0
0.2250335791872607,0.0533497880937324,4.376839890939115,0
0.1751539113206995,0.0389076930781205,4.643669846039126,0
0.0168957766274818,0.005862521732019,2.810104860693289,0
0.1304770240353213,0.0314967341126046,4.28795989602977,1
0.2055337888499101,0.0498631821117467,4.181274355754155,0
0.1082947254180908,0.0247920120083209,5.741907782245426,1
0.0855807725650568,0.0243668192350823,4.358394415961941,1
0.1258242562827136,0.0262447763234376,5.911960020767502,1
0.2318644815435012,0.0584954915361271,4.074136772324578,0
0.0119628085521981,0.0054663261722048,2.252791385718746,0
0.1060167064165903,0.0300194683044941,4.123159317349327,1
0.1098665370502405,0.0259711439850636,4.70252836072514,1
0.2913033477962017,0.0680197924892935,4.10473462905105,0
0.2251466011835469,0.0555171815471516,4.163977509164442,0
0.151787265514334,0.0309305727197271,5.814466729900353,1
0.0118035385126454,0.0058784490295996,2.092814615044776,0
0.1658306025589505,0.0335652794456109,6.386975322791932,1
0.1341837433477243,0.0284162417778538,6.111590671370891,1
0.1494337568680445,0.0286917199587656,6.213836698054331,1
0.0296728813684441,0.0060912638048951,3.199121281186514,0
0.0125194635475054,0.0054758511121488,2.367464949975572,0
0.0939202471118834,0.0216039149090647,4.949733702362969,1
0.0140512165509992,0.0048858131437251,3.004045405407407,0
0.1935663900027672,0.0432696859869692,4.642833133238639,0
0.1201904307429989,0.0264876279462542,5.765760777189611,1
0.2177093505031532,0.0564761784755521,4.06766598757366,0
0.1162457088422444,0.0224396740603778,5.217142575896407,1
0.3093885617951552,0.0639657530312736,4.941336376551582,0
0.0115826857767792,0.0055299816497912,2.096408825395401,0
0.1253533057040638,0.0230653148480794,7.799216038140802,1
0.0183515618555247,0.0058330021953831,3.233110465420085,0
